order_id,order_date,customer_id,product_id,product_category,region,channel,salesperson,quantity,unit_price,discount,unit_cost,sales_amount,total_cost,profit,tax,payment_type,is_returned,gross_revenue,margin_pct
ORD100312,29-10-2022,CUST1046,PROD310,Sports,East,Online,SP_13,2,1158.71,0.05,971.89,2201.55,1943.78,257.77,264.19,Debit Card,0,2465.74,0.1171
ORD100313,30-06-2022,CUST1726,PROD335,Grocery,Central,Online,SP_15,7,298.19,0,239.05,2087.33,1673.35,413.98,250.48,Cash,0,2337.81,0.1983
ORD100314,30-08-2023,CUST1688,PROD305,Sports,West,Partner,SP_18,5,1623.19,0.1,1410.33,7304.36,7051.65,252.71,876.52,Wallet,0,8180.88,0.0346
ORD100315,27-01-2025,CUST1520,PROD385,Home & Kitchen,West,Online,SP_7,3,1273.73,0,714.04,3821.19,2142.12,1679.07,687.81,Wallet,0,4509,0.4394
ORD100316,01-12-2023,CUST1098,PROD343,Electronics,North,Partner,SP_6,4,779.39,0.05,553.08,2961.68,2212.32,749.36,148.08,Wallet,0,3109.76,0.253
ORD100317,19-09-2024,CUST1019,PROD271,Electronics,Central,Retail,SP_23,7,1349.89,0,774.22,9449.23,5419.54,4029.69,1700.86,Wallet,0,11150.09,0.4265
ORD100318,13-02-2025,CUST1752,PROD328,Sports,South,Wholesale,SP_11,3,523.51,0.05,429.72,1492,1289.16,202.84,74.6,Wallet,0,1566.6,0.136
ORD100319,10-07-2022,CUST1572,PROD307,Clothing,North,Wholesale,SP_8,4,693.66,0,313.81,2774.64,1255.24,1519.4,138.73,UPI,0,2913.37,0.5476
ORD100320,10-09-2022,CUST1489,PROD204,Toys,North,Retail,SP_20,2,1835.38,0,1292.42,3670.76,2584.84,1085.92,0,Net 30,0,3670.76,0.2958
ORD100321,07-09-2024,CUST1418,PROD202,Grocery,South,Online,SP_1,5,584.56,0,352.28,2922.8,1761.4,1161.4,350.74,Wallet,0,3273.54,0.3974
ORD100322,16-07-2024,CUST1689,PROD392,Home & Kitchen,South,Partner,SP_8,3,942.63,0.1,561.06,2545.1,1683.18,861.92,305.41,UPI,0,2850.51,0.3387
ORD100323,30-03-2025,CUST1061,PROD331,Electronics,North,Partner,SP_8,4,1780.83,0,1318.18,7123.32,5272.72,1850.6,356.17,Debit Card,0,7479.49,0.2598
ORD100324,03-07-2025,CUST1144,PROD303,Sports,West,Partner,SP_19,4,1416.9,0.15,1180.52,4817.46,4722.08,95.38,240.87,Wallet,0,5058.33,0.0198
ORD100325,08-09-2025,CUST1215,PROD263,Clothing,East,Wholesale,SP_3,6,129.1,0.15,93.49,658.41,560.94,97.47,118.51,Debit Card,0,776.92,0.148
ORD100326,08-05-2022,CUST1002,PROD305,Clothing,East,Online,SP_5,2,298.87,0,249.24,597.74,498.48,99.26,107.59,Cash,0,705.33,0.1661
ORD100327,18-01-2022,CUST1159,PROD297,Clothing,North,Partner,SP_30,2,20.64,0.05,11.75,39.22,23.5,15.72,4.71,Net 30,0,43.93,0.4008
ORD100328,20-07-2023,CUST1738,PROD209,Grocery,West,Partner,SP_3,5,1263.69,0,864.08,6318.45,4320.4,1998.05,758.21,Credit Card,0,7076.66,0.3162
ORD100329,24-07-2023,CUST1780,PROD348,Toys,South,Partner,SP_15,4,898.11,0,586.23,3592.44,2344.92,1247.52,431.09,Net 30,0,4023.53,0.3473
ORD100330,08-09-2025,CUST1119,PROD327,Beauty,North,Retail,SP_14,2,272.88,0.1,124.23,491.18,248.46,242.72,24.56,Wallet,0,515.74,0.4942
ORD100331,17-11-2023,CUST1088,PROD245,Grocery,Central,Partner,SP_21,4,1916.08,0.05,1342.34,7281.1,5369.36,1911.74,1310.6,Wallet,0,8591.7,0.2626
ORD100332,18-09-2023,CUST1328,PROD354,Toys,West,Retail,SP_15,3,1061.67,0.05,793.8,3025.76,2381.4,644.36,151.29,Net 30,0,3177.05,0.213
ORD100333,04-08-2025,CUST1579,PROD265,Clothing,Central,Partner,SP_24,4,487.58,0,349.28,1950.32,1397.12,553.2,234.04,Net 30,0,2184.36,0.2836
ORD100334,03-05-2024,CUST1356,PROD368,Sports,Central,Partner,SP_17,3,1003.7,0,784.22,3011.1,2352.66,658.44,150.56,Cash,0,3161.66,0.2187
ORD100335,19-08-2024,CUST1609,PROD311,Home & Kitchen,North,Partner,SP_18,4,1360.84,0,962.25,5443.36,3849,1594.36,653.2,Debit Card,0,6096.56,0.2929
ORD100336,04-06-2022,CUST1266,PROD212,Toys,West,Retail,SP_2,4,157.1,0.1,75.41,565.56,301.64,263.92,67.87,Credit Card,0,633.43,0.4667
ORD100337,05-05-2023,CUST1616,PROD336,Sports,Central,Partner,SP_12,3,553.03,0.05,277.84,1576.14,833.52,742.62,189.14,Net 30,0,1765.28,0.4712
ORD100338,24-02-2024,CUST1322,PROD363,Grocery,West,Online,SP_16,4,1614.9,0.1,1160.17,5813.64,4640.68,1172.96,290.68,Credit Card,0,6104.32,0.2018
ORD100339,01-02-2025,CUST1634,PROD285,Grocery,East,Partner,SP_4,5,922.03,0,529.01,4610.15,2645.05,1965.1,553.22,Net 30,0,5163.37,0.4263
ORD100340,03-09-2022,CUST1540,PROD289,Clothing,Central,Retail,SP_25,2,1095.42,0,532.2,2190.84,1064.4,1126.44,109.54,Debit Card,0,2300.38,0.5142
ORD100341,14-04-2025,CUST1648,PROD257,Home & Kitchen,Central,Retail,SP_2,2,868.47,0,558.71,1736.94,1117.42,619.52,86.85,Credit Card,0,1823.79,0.3567
ORD100342,28-11-2024,CUST1194,PROD253,Electronics,West,Online,SP_28,4,92.58,0,64.75,370.32,259,111.32,0,UPI,0,370.32,0.3006
ORD100343,29-01-2024,CUST1737,PROD211,Electronics,East,Wholesale,SP_14,2,335.67,0,200.71,671.34,401.42,269.92,80.56,Debit Card,0,751.9,0.4021
ORD100344,22-06-2023,CUST1331,PROD213,Grocery,Central,Online,SP_11,4,893.86,0.1,692.02,3217.9,2768.08,449.82,386.15,Credit Card,0,3604.05,0.1398
ORD100345,09-07-2024,CUST1169,PROD320,Sports,North,Online,SP_13,3,422.33,0.15,312.4,1076.94,937.2,139.74,129.23,Net 30,0,1206.17,0.1298
ORD100346,12-02-2023,CUST1520,PROD361,Home & Kitchen,West,Retail,SP_28,3,104.71,0.05,62.8,298.42,188.4,110.02,35.81,Net 30,0,334.23,0.3687
ORD100347,09-06-2023,CUST1462,PROD380,Sports,West,Partner,SP_25,1,1688.08,0,1333.06,1688.08,1333.06,355.02,202.57,Debit Card,0,1890.65,0.2103
ORD100348,07-04-2024,CUST1039,PROD320,Home & Kitchen,Central,Partner,SP_7,3,1962.48,0,1455.99,5887.44,4367.97,1519.47,706.49,Debit Card,0,6593.93,0.2581
ORD100349,21-06-2024,CUST1536,PROD219,Home & Kitchen,East,Wholesale,SP_10,2,1587.32,0.15,1169.62,2698.44,2339.24,359.2,134.92,Net 30,0,2833.36,0.1331
ORD100350,05-02-2022,CUST1260,PROD274,Grocery,Central,Wholesale,SP_24,3,1708.3,0,1194.17,5124.9,3582.51,1542.39,256.24,Credit Card,1,5381.14,0.301
ORD100351,16-11-2023,CUST1394,PROD343,Sports,South,Wholesale,SP_1,6,487.74,0.2,221.98,2341.15,1331.88,1009.27,280.94,UPI,0,2622.09,0.4311
ORD100352,20-01-2022,CUST1225,PROD269,Grocery,Central,Wholesale,SP_29,7,1921.45,0,1466.89,13450.15,10268.23,3181.92,1614.02,Cash,0,15064.17,0.2366
ORD100353,17-11-2022,CUST1123,PROD255,Home & Kitchen,South,Online,SP_21,4,397.87,0,246.37,1591.48,985.48,606,286.47,Debit Card,0,1877.95,0.3808
ORD100354,27-05-2023,CUST1037,PROD300,Toys,North,Online,SP_25,3,1903.1,0.15,1663.64,4852.9,4990.92,-138.02,873.52,Net 30,0,5726.42,-0.0284
ORD100355,04-02-2023,CUST1327,PROD385,Clothing,West,Partner,SP_28,2,1989.66,0,1627.73,3979.32,3255.46,723.86,198.97,Credit Card,0,4178.29,0.1819
ORD100356,16-10-2023,CUST1250,PROD331,Home & Kitchen,West,Online,SP_4,4,1424.89,0.05,1018.03,5414.58,4072.12,1342.46,270.73,Debit Card,0,5685.31,0.2479
ORD100357,29-08-2024,CUST1175,PROD310,Toys,East,Partner,SP_18,2,1962.38,0.05,1105.77,3728.52,2211.54,1516.98,447.42,Credit Card,0,4175.94,0.4069
ORD100358,16-04-2023,CUST1601,PROD324,Home & Kitchen,Central,Partner,SP_6,2,1141.23,0,618.17,2282.46,1236.34,1046.12,114.12,Debit Card,0,2396.58,0.4583
ORD100359,12-03-2025,CUST1453,PROD331,Toys,North,Partner,SP_2,2,522.79,0,315.33,1045.58,630.66,414.92,0,Net 30,0,1045.58,0.3968
ORD100360,20-01-2025,CUST1036,PROD219,Sports,South,Partner,SP_3,3,876.81,0.05,582.6,2498.91,1747.8,751.11,449.8,Credit Card,0,2948.71,0.3006
ORD100361,13-04-2024,CUST1315,PROD337,Electronics,East,Retail,SP_14,5,1189.15,0.1,693.55,5351.18,3467.75,1883.43,267.56,Net 30,0,5618.74,0.352
ORD100362,28-12-2023,CUST1687,PROD223,Beauty,North,Partner,SP_8,2,150.8,0,102.8,301.6,205.6,96,54.29,Credit Card,0,355.89,0.3183
ORD100363,03-05-2024,CUST1795,PROD353,Home & Kitchen,North,Online,SP_16,2,1246.57,0.15,653.72,2119.17,1307.44,811.73,254.3,Debit Card,0,2373.47,0.383
ORD100364,20-02-2022,CUST1592,PROD236,Beauty,South,Online,SP_19,2,1962.45,0,1746.52,3924.9,3493.04,431.86,470.99,Cash,0,4395.89,0.11
ORD100365,29-07-2023,CUST1113,PROD253,Home & Kitchen,South,Online,SP_18,2,384.26,0,191.58,768.52,383.16,385.36,38.43,Cash,0,806.95,0.5014
ORD100366,28-04-2025,CUST1039,PROD302,Sports,West,Online,SP_6,2,1586.23,0,1379.03,3172.46,2758.06,414.4,158.62,UPI,0,3331.08,0.1306
ORD100367,22-02-2025,CUST1300,PROD348,Sports,Central,Retail,SP_14,1,1816.26,0,1564,1816.26,1564,252.26,217.95,UPI,0,2034.21,0.1389
ORD100368,30-05-2022,CUST1223,PROD237,Toys,East,Wholesale,SP_3,4,1887.68,0,1295.73,7550.72,5182.92,2367.8,377.54,Wallet,0,7928.26,0.3136
ORD100369,10-11-2022,CUST1317,PROD373,Home & Kitchen,Central,Wholesale,SP_16,1,1920.47,0.2,1490.69,1536.38,1490.69,45.69,76.82,Net 30,0,1613.2,0.0297
ORD100370,24-07-2023,CUST1348,PROD203,Sports,East,Partner,SP_1,4,1045.31,0,675.5,4181.24,2702,1479.24,209.06,Credit Card,0,4390.3,0.3538
ORD100371,01-11-2022,CUST1114,PROD387,Sports,North,Partner,SP_12,2,1954.73,0,1433.82,3909.46,2867.64,1041.82,195.47,UPI,0,4104.93,0.2665
ORD100372,13-11-2023,CUST1697,PROD256,Home & Kitchen,South,Online,SP_30,7,1515.83,0,914.44,10610.81,6401.08,4209.73,530.54,Debit Card,0,11141.35,0.3967
ORD100373,17-04-2024,CUST1322,PROD372,Toys,South,Online,SP_14,2,327.53,0.1,191.78,589.55,383.56,205.99,70.75,Cash,0,660.3,0.3494
ORD100374,13-12-2024,CUST1567,PROD219,Toys,North,Wholesale,SP_19,3,956.42,0.15,679.25,2438.87,2037.75,401.12,121.94,Credit Card,0,2560.81,0.1645
ORD100375,29-09-2024,CUST1039,PROD216,Toys,North,Wholesale,SP_22,2,1438.07,0,969.49,2876.14,1938.98,937.16,0,Wallet,0,2876.14,0.3258
ORD100376,20-03-2023,CUST1039,PROD318,Toys,East,Online,SP_19,2,498.44,0,354.29,996.88,708.58,288.3,119.63,Cash,0,1116.51,0.2892
ORD100377,05-09-2023,CUST1748,PROD270,Electronics,North,Partner,SP_9,5,1283.03,0,742.87,6415.15,3714.35,2700.8,1154.73,Credit Card,0,7569.88,0.421
ORD100378,19-09-2024,CUST1288,PROD203,Home & Kitchen,East,Retail,SP_7,2,1334.87,0,821.12,2669.74,1642.24,1027.5,133.49,UPI,0,2803.23,0.3849
ORD100379,21-09-2022,CUST1261,PROD213,Grocery,Central,Retail,SP_14,3,329.59,0,160.76,988.77,482.28,506.49,49.44,UPI,0,1038.21,0.5122
ORD100380,12-12-2024,CUST1215,PROD202,Electronics,South,Wholesale,SP_5,4,1132.35,0,536.2,4529.4,2144.8,2384.6,543.53,Net 30,0,5072.93,0.5265
ORD100381,30-09-2024,CUST1146,PROD279,Sports,South,Wholesale,SP_18,1,1544.4,0,871.13,1544.4,871.13,673.27,277.99,Wallet,0,1822.39,0.4359
ORD100382,05-01-2022,CUST1335,PROD385,Electronics,South,Wholesale,SP_9,2,1000.3,0.05,483.56,1900.57,967.12,933.45,228.07,Credit Card,0,2128.64,0.4911
ORD100383,31-01-2025,CUST1167,PROD254,Grocery,Central,Retail,SP_21,3,29.15,0,14.48,87.45,43.44,44.01,10.49,Wallet,0,97.94,0.5033
ORD100384,04-05-2025,CUST1091,PROD331,Grocery,Central,Retail,SP_7,1,23.03,0.2,18.79,18.42,18.79,-0.37,0.92,Debit Card,0,19.34,-0.0201
ORD100385,13-02-2024,CUST1352,PROD319,Grocery,West,Online,SP_9,4,717.27,0.15,335.32,2438.72,1341.28,1097.44,292.65,Wallet,0,2731.37,0.45
ORD100386,26-05-2024,CUST1570,PROD223,Toys,East,Partner,SP_4,3,1852.76,0.05,1383.13,5280.37,4149.39,1130.98,0,UPI,0,5280.37,0.2142
ORD100387,18-09-2024,CUST1570,PROD361,Sports,East,Wholesale,SP_25,6,461.21,0,264.11,2767.26,1584.66,1182.6,332.07,Net 30,0,3099.33,0.4274
ORD100388,02-06-2024,CUST1680,PROD357,Electronics,West,Online,SP_17,2,1270.56,0,1070.06,2541.12,2140.12,401,304.93,UPI,0,2846.05,0.1578
ORD100389,16-02-2022,CUST1780,PROD281,Electronics,South,Retail,SP_12,3,448.04,0,299.4,1344.12,898.2,445.92,241.94,Cash,0,1586.06,0.3318
ORD100390,16-05-2024,CUST1362,PROD346,Home & Kitchen,East,Online,SP_6,4,646.73,0.1,379.96,2328.23,1519.84,808.39,116.41,UPI,0,2444.64,0.3472
ORD100391,02-04-2024,CUST1556,PROD358,Electronics,East,Retail,SP_18,2,1696.84,0,1158.84,3393.68,2317.68,1076,0,Credit Card,0,3393.68,0.3171
ORD100392,24-07-2024,CUST1344,PROD387,Sports,South,Partner,SP_8,4,1459.08,0.15,907.37,4960.87,3629.48,1331.39,595.3,Net 30,0,5556.17,0.2684
ORD100393,18-10-2023,CUST1692,PROD259,Toys,North,Retail,SP_21,3,195.32,0.2,137.49,468.77,412.47,56.3,56.25,Credit Card,0,525.02,0.1201
ORD100394,26-09-2022,CUST1169,PROD346,Home & Kitchen,North,Online,SP_15,3,860.26,0,431.45,2580.78,1294.35,1286.43,309.69,Debit Card,0,2890.47,0.4985
ORD100395,05-01-2023,CUST1355,PROD248,Electronics,West,Partner,SP_3,1,63.19,0.05,56.79,60.03,56.79,3.24,3,Debit Card,0,63.03,0.054
ORD100396,28-09-2023,CUST1190,PROD262,Home & Kitchen,Central,Retail,SP_2,4,964.38,0,618.65,3857.52,2474.6,1382.92,192.88,UPI,0,4050.4,0.3585
ORD100397,03-02-2025,CUST1666,PROD309,Beauty,East,Wholesale,SP_24,3,1326.56,0,804.83,3979.68,2414.49,1565.19,477.56,Net 30,0,4457.24,0.3933
ORD100398,19-10-2023,CUST1421,PROD349,Home & Kitchen,East,Retail,SP_23,3,241.41,0,185.79,724.23,557.37,166.86,36.21,Wallet,0,760.44,0.2304
ORD100399,30-04-2022,CUST1699,PROD351,Grocery,West,Partner,SP_9,1,581.33,0,356.79,581.33,356.79,224.54,104.64,Net 30,0,685.97,0.3863
ORD100400,10-04-2024,CUST1006,PROD308,Toys,West,Online,SP_8,2,798.68,0.15,658.89,1357.76,1317.78,39.98,162.93,Net 30,0,1520.69,0.0294
ORD100401,17-12-2024,CUST1132,PROD275,Grocery,East,Partner,SP_27,1,1839.46,0,1203.78,1839.46,1203.78,635.68,220.74,Net 30,0,2060.2,0.3456
ORD100402,11-01-2024,CUST1746,PROD229,Beauty,South,Online,SP_4,2,1986.54,0,1537.19,3973.08,3074.38,898.7,476.77,UPI,0,4449.85,0.2262
ORD100403,27-04-2022,CUST1556,PROD257,Grocery,South,Retail,SP_2,2,94.6,0.05,47.14,179.74,94.28,85.46,21.57,Credit Card,0,201.31,0.4755
ORD100404,01-03-2024,CUST1760,PROD316,Beauty,Central,Retail,SP_14,3,1523.21,0.05,1265.41,4341.15,3796.23,544.92,217.06,UPI,0,4558.21,0.1255
ORD100405,24-02-2025,CUST1030,PROD358,Home & Kitchen,East,Partner,SP_29,4,746.59,0,583.14,2986.36,2332.56,653.8,537.54,Wallet,0,3523.9,0.2189
ORD100406,09-10-2024,CUST1534,PROD299,Sports,East,Wholesale,SP_2,4,787.95,0.15,429.65,2679.03,1718.6,960.43,133.95,Credit Card,0,2812.98,0.3585
ORD100407,17-12-2024,CUST1425,PROD391,Toys,East,Retail,SP_2,3,1509.76,0.05,778.1,4302.82,2334.3,1968.52,516.34,Wallet,0,4819.16,0.4575
ORD100408,26-09-2023,CUST1393,PROD218,Sports,East,Wholesale,SP_30,3,1837.26,0,1088.27,5511.78,3264.81,2246.97,275.59,Cash,0,5787.37,0.4077
ORD100409,28-05-2023,CUST1671,PROD375,Toys,West,Wholesale,SP_27,5,1902.1,0,1691.41,9510.5,8457.05,1053.45,1141.26,Cash,0,10651.76,0.1108
ORD100410,12-03-2024,CUST1362,PROD372,Toys,North,Partner,SP_28,3,1156.36,0,654.01,3469.08,1962.03,1507.05,173.45,Credit Card,0,3642.53,0.4344
ORD100411,24-01-2025,CUST1436,PROD293,Grocery,East,Retail,SP_22,4,717.46,0.1,470.12,2582.86,1880.48,702.38,129.14,UPI,0,2712,0.2719
ORD100412,15-02-2025,CUST1669,PROD382,Grocery,North,Wholesale,SP_7,4,1576.16,0.05,730.56,5989.41,2922.24,3067.17,1078.09,Wallet,0,7067.5,0.5121
ORD100413,14-07-2023,CUST1550,PROD312,Sports,South,Retail,SP_12,5,505.75,0.1,317.99,2275.88,1589.95,685.93,113.79,Wallet,0,2389.67,0.3014
ORD100414,03-05-2023,CUST1081,PROD382,Clothing,Central,Online,SP_6,4,1130.33,0,799.25,4521.32,3197,1324.32,542.56,Debit Card,0,5063.88,0.2929
ORD100415,14-06-2025,CUST1355,PROD345,Beauty,South,Wholesale,SP_18,7,720.36,0,633.13,5042.52,4431.91,610.61,907.65,Wallet,0,5950.17,0.1211
ORD100416,15-06-2024,CUST1257,PROD262,Grocery,East,Partner,SP_4,4,1314.98,0,897.51,5259.92,3590.04,1669.88,0,UPI,0,5259.92,0.3175
ORD100417,19-07-2025,CUST1717,PROD315,Grocery,South,Partner,SP_19,3,484.6,0,396.69,1453.8,1190.07,263.73,174.46,Debit Card,0,1628.26,0.1814
ORD100418,27-04-2025,CUST1588,PROD312,Grocery,West,Wholesale,SP_27,3,387.23,0.05,269.59,1103.61,808.77,294.84,55.18,UPI,0,1158.79,0.2672
ORD100419,05-12-2023,CUST1523,PROD246,Home & Kitchen,North,Retail,SP_13,3,1836.89,0.1,860.31,4959.6,2580.93,2378.67,0,Net 30,0,4959.6,0.4796
ORD100420,04-08-2023,CUST1294,PROD256,Sports,East,Online,SP_20,5,208.1,0,123.14,1040.5,615.7,424.8,124.86,Wallet,1,1165.36,0.4083
ORD100421,29-02-2024,CUST1223,PROD317,Sports,West,Online,SP_21,5,1014.39,0,719.2,5071.95,3596,1475.95,912.95,Net 30,0,5984.9,0.291
ORD100422,10-05-2024,CUST1524,PROD244,Grocery,North,Partner,SP_23,2,445.6,0,391.13,891.2,782.26,108.94,0,Cash,0,891.2,0.1222
ORD100423,04-09-2022,CUST1045,PROD360,Home & Kitchen,West,Partner,SP_30,2,82.67,0,69.16,165.34,138.32,27.02,19.84,Cash,0,185.18,0.1634
ORD100424,04-01-2025,CUST1666,PROD344,Grocery,South,Retail,SP_25,1,76.86,0,42.49,76.86,42.49,34.37,9.22,Credit Card,0,86.08,0.4472
ORD100425,03-06-2022,CUST1112,PROD397,Beauty,East,Partner,SP_27,5,354.57,0,194.68,1772.85,973.4,799.45,319.11,Wallet,0,2091.96,0.4509
ORD100426,23-09-2024,CUST1232,PROD203,Home & Kitchen,South,Retail,SP_2,3,1734.21,0,937.39,5202.63,2812.17,2390.46,0,Debit Card,0,5202.63,0.4595
ORD100427,14-01-2025,CUST1016,PROD347,Grocery,Central,Wholesale,SP_8,5,568.55,0,491.87,2842.75,2459.35,383.4,341.13,Net 30,0,3183.88,0.1349
ORD100428,28-11-2023,CUST1359,PROD246,Toys,East,Online,SP_19,2,1901.17,0,1585,3802.34,3170,632.34,456.28,UPI,0,4258.62,0.1663
ORD100429,01-08-2025,CUST1222,PROD342,Clothing,South,Wholesale,SP_9,2,1165.34,0,930.75,2330.68,1861.5,469.18,279.68,Wallet,0,2610.36,0.2013
ORD100430,28-05-2025,CUST1699,PROD397,Toys,East,Partner,SP_26,4,876.05,0.05,549.05,3328.99,2196.2,1132.79,599.22,Credit Card,0,3928.21,0.3403
ORD100431,28-12-2024,CUST1447,PROD246,Clothing,North,Online,SP_28,5,1162.28,0,786.83,5811.4,3934.15,1877.25,1046.05,UPI,0,6857.45,0.323
ORD100432,06-12-2024,CUST1364,PROD277,Home & Kitchen,East,Online,SP_4,4,1035.81,0.2,682.55,3314.59,2730.2,584.39,0,Net 30,0,3314.59,0.1763
ORD100433,05-10-2024,CUST1674,PROD323,Toys,East,Wholesale,SP_16,3,1518.76,0,856.62,4556.28,2569.86,1986.42,546.75,Wallet,0,5103.03,0.436
ORD100434,04-04-2022,CUST1325,PROD274,Beauty,North,Retail,SP_19,3,568.58,0,385.08,1705.74,1155.24,550.5,85.29,Net 30,0,1791.03,0.3227
ORD100435,15-08-2024,CUST1466,PROD302,Toys,South,Online,SP_10,1,709.34,0,328.94,709.34,328.94,380.4,35.47,Wallet,0,744.81,0.5363
ORD100436,08-10-2024,CUST1413,PROD336,Sports,East,Retail,SP_6,4,1788.72,0,911.02,7154.88,3644.08,3510.8,858.59,Wallet,0,8013.47,0.4907
ORD100437,29-03-2023,CUST1454,PROD289,Clothing,West,Wholesale,SP_16,6,1893.18,0.1,1607.24,10223.17,9643.44,579.73,511.16,Net 30,0,10734.33,0.0567
ORD100438,12-05-2025,CUST1585,PROD343,Clothing,East,Wholesale,SP_10,1,1785.65,0,1407.55,1785.65,1407.55,378.1,214.28,Net 30,0,1999.93,0.2117
ORD100439,30-06-2024,CUST1232,PROD268,Grocery,South,Retail,SP_13,2,841.8,0.2,539,1346.88,1078,268.88,242.44,UPI,0,1589.32,0.1996
ORD100440,06-08-2022,CUST1223,PROD260,Beauty,North,Wholesale,SP_9,3,1561.83,0.15,1066.29,3982.67,3198.87,783.8,0,Credit Card,0,3982.67,0.1968
ORD100441,19-04-2023,CUST1411,PROD337,Clothing,South,Online,SP_7,2,955.29,0.05,588.94,1815.05,1177.88,637.17,326.71,Net 30,0,2141.76,0.351
ORD100442,08-03-2023,CUST1571,PROD249,Clothing,Central,Wholesale,SP_4,7,997.59,0.05,781.46,6633.97,5470.22,1163.75,796.08,Cash,0,7430.05,0.1754
ORD100443,07-12-2022,CUST1334,PROD202,Grocery,East,Wholesale,SP_19,3,413.34,0.05,331.86,1178.02,995.58,182.44,141.36,Credit Card,0,1319.38,0.1549
ORD100444,05-07-2023,CUST1221,PROD306,Beauty,East,Online,SP_26,4,1184.3,0,939.72,4737.2,3758.88,978.32,852.7,Cash,0,5589.9,0.2065
ORD100445,05-08-2025,CUST1036,PROD312,Toys,North,Retail,SP_4,2,376.34,0.05,291.73,715.05,583.46,131.59,35.75,UPI,0,750.8,0.184
ORD100446,01-07-2025,CUST1277,PROD293,Home & Kitchen,East,Wholesale,SP_19,3,666.47,0,361.24,1999.41,1083.72,915.69,239.93,Net 30,0,2239.34,0.458
ORD100447,23-12-2022,CUST1195,PROD317,Toys,West,Retail,SP_28,4,1710.79,0,1030.04,6843.16,4120.16,2723,821.18,Credit Card,0,7664.34,0.3979
ORD100448,23-01-2022,CUST1483,PROD397,Sports,West,Online,SP_19,5,418.12,0,276.56,2090.6,1382.8,707.8,104.53,Net 30,0,2195.13,0.3386
ORD100449,06-06-2023,CUST1241,PROD280,Sports,South,Retail,SP_12,3,146.96,0.05,88.01,418.84,264.03,154.81,75.39,Wallet,0,494.23,0.3696
ORD100450,28-01-2025,CUST1323,PROD308,Clothing,North,Retail,SP_30,4,142.67,0.15,112.67,485.08,450.68,34.4,87.31,Net 30,0,572.39,0.0709
ORD100451,12-03-2024,CUST1730,PROD250,Sports,Central,Partner,SP_13,4,1881.87,0,1125.75,7527.48,4503,3024.48,376.37,Credit Card,0,7903.85,0.4018
ORD100452,18-04-2025,CUST1191,PROD346,Home & Kitchen,South,Partner,SP_25,4,1016.31,0.1,520.56,3658.72,2082.24,1576.48,182.94,Net 30,0,3841.66,0.4309
ORD100453,31-05-2025,CUST1016,PROD369,Clothing,North,Wholesale,SP_4,3,821.78,0,517.37,2465.34,1552.11,913.23,295.84,Net 30,0,2761.18,0.3704
ORD100454,01-02-2024,CUST1523,PROD234,Grocery,North,Partner,SP_25,1,1622.7,0,1445.76,1622.7,1445.76,176.94,0,Debit Card,0,1622.7,0.109
ORD100455,18-03-2023,CUST1400,PROD245,Sports,South,Partner,SP_28,3,1672.47,0,922.61,5017.41,2767.83,2249.58,602.09,Debit Card,0,5619.5,0.4484
ORD100456,08-02-2024,CUST1704,PROD353,Grocery,South,Partner,SP_10,3,667.72,0,484.41,2003.16,1453.23,549.93,100.16,Credit Card,1,2103.32,0.2745
ORD100457,12-10-2024,CUST1021,PROD268,Electronics,East,Retail,SP_21,2,1388.77,0,895.53,2777.54,1791.06,986.48,333.3,Credit Card,0,3110.84,0.3552
ORD100458,10-09-2025,CUST1473,PROD292,Electronics,Central,Retail,SP_7,1,1543.39,0.05,743.85,1466.22,743.85,722.37,0,Wallet,0,1466.22,0.4927
ORD100459,31-05-2023,CUST1119,PROD263,Electronics,West,Partner,SP_30,1,1311.03,0.1,877.79,1179.93,877.79,302.14,59,Wallet,0,1238.93,0.2561
ORD100460,05-11-2024,CUST1209,PROD364,Grocery,East,Online,SP_5,2,307.43,0,235.48,614.86,470.96,143.9,73.78,Net 30,0,688.64,0.234
ORD100461,02-03-2024,CUST1305,PROD248,Electronics,North,Partner,SP_17,1,1752.39,0,1193.29,1752.39,1193.29,559.1,210.29,Cash,0,1962.68,0.319
ORD100462,02-12-2022,CUST1269,PROD348,Toys,Central,Online,SP_18,3,1080.49,0.1,910.26,2917.32,2730.78,186.54,525.12,Credit Card,0,3442.44,0.0639
ORD100463,15-09-2022,CUST1703,PROD273,Electronics,Central,Retail,SP_11,2,568.53,0.1,329.76,1023.35,659.52,363.83,184.2,Net 30,0,1207.55,0.3555
ORD100464,12-05-2023,CUST1686,PROD391,Clothing,South,Online,SP_15,4,853.33,0,417.12,3413.32,1668.48,1744.84,170.67,Cash,0,3583.99,0.5112
ORD100465,14-06-2024,CUST1284,PROD204,Beauty,Central,Retail,SP_21,2,79.95,0,69.67,159.9,139.34,20.56,0,Debit Card,0,159.9,0.1286
ORD100466,09-06-2022,CUST1715,PROD299,Toys,Central,Online,SP_22,2,260.09,0.15,161.3,442.15,322.6,119.55,79.59,Wallet,0,521.74,0.2704
ORD100467,01-05-2024,CUST1675,PROD269,Beauty,North,Retail,SP_7,7,1532.27,0.05,1086.97,10189.6,7608.79,2580.81,1834.13,Credit Card,0,12023.73,0.2533
ORD100468,21-11-2023,CUST1762,PROD289,Clothing,East,Retail,SP_18,4,5.02,0,4.05,20.08,16.2,3.88,3.61,Net 30,0,23.69,0.1932
